"uf";"nome_norm";"cod_municipio";"origem"
"RS";"TRÊS PASSOS";"4321907";"IBGE"
"RS";"TRINDADE DO SUL";"4321956";"IBGE"
"RS";"TRIUNFO";"4322004";"IBGE"
"RS";"TUCUNDUVA";"4322103";"IBGE"
"RS";"TUNAS";"4322152";"IBGE"
"RS";"TUPANCI DO SUL";"4322186";"IBGE"
"RS";"TUPANCIRETÃ";"4322202";"IBGE"
"RS";"TUPANDI";"4322251";"IBGE"
"RS";"TUPARENDI";"4322301";"IBGE"
"RS";"TURUÇU";"4322327";"IBGE"
"RS";"UBIRETAMA";"4322343";"IBGE"
"RS";"UNIÃO DA SERRA";"4322350";"IBGE"
"RS";"UNISTALDA";"4322376";"IBGE"
"RS";"URUGUAIANA";"4322400";"IBGE"
"RS";"VACARIA";"4322509";"IBGE"
"RS";"VALE DO SOL";"4322533";"IBGE"
"RS";"VALE REAL";"4322541";"IBGE"
"RS";"VALE VERDE";"4322525";"IBGE"
"RS";"VANINI";"4322558";"IBGE"
"RS";"VENÂNCIO AIRES";"4322608";"IBGE"
"RS";"VERA CRUZ";"4322707";"IBGE"
"RS";"VERANÓPOLIS";"4322806";"IBGE"
"RS";"VESPASIANO CORRÊA";"4322855";"IBGE"
"RS";"VIADUTOS";"4322905";"IBGE"
"RS";"VIAMÃO";"4323002";"IBGE"
"RS";"VICENTE DUTRA";"4323101";"IBGE"
"RS";"VICTOR GRAEFF";"4323200";"IBGE"
"RS";"VILA FLORES";"4323309";"IBGE"
"RS";"VILA LÂNGARO";"4323358";"IBGE"
"RS";"VILA MARIA";"4323408";"IBGE"
"RS";"VILA NOVA DO SUL";"4323457";"IBGE"
"RS";"VISTA ALEGRE";"4323507";"IBGE"
"RS";"VISTA ALEGRE DO PRATA";"4323606";"IBGE"
"RS";"VISTA GAÚCHA";"4323705";"IBGE"
"RS";"VITÓRIA DAS MISSÕES";"4323754";"IBGE"
"RS";"WESTFÁLIA";"4323770";"IBGE"
"RS";"XANGRI LÁ";"4323804";"IBGE"
"RS";"XANGRILA";"4323804";"ERRO_DIGITACAO"
"SC";"ABDON BATISTA";"4200051";"IBGE"
"SC";"ABELARDO LUZ";"4200101";"IBGE"
"SC";"AGROLÂNDIA";"4200200";"IBGE"
"SC";"AGRONÔMICA";"4200309";"IBGE"
"SC";"ÁGUA DOCE";"4200408";"IBGE"
"SC";"ÁGUAS DE CHAPECÓ";"4200507";"IBGE"
"SC";"ÁGUAS FRIAS";"4200556";"IBGE"
"SC";"ÁGUAS MORNAS";"4200606";"IBGE"
"SC";"ALFREDO WAGNER";"4200705";"IBGE"
"SC";"ALTO BELA VISTA";"4200754";"IBGE"
"SC";"ANCHIETA";"4200804";"IBGE"
"SC";"ANGELINA";"4200903";"IBGE"
"SC";"ANITA GARIBALDI";"4201000";"IBGE"
"SC";"ANITÁPOLIS";"4201109";"IBGE"
"SC";"ANTÔNIO CARLOS";"4201208";"IBGE"
"SC";"APIÚNA";"4201257";"IBGE"
"SC";"ARABUTÃ";"4201273";"IBGE"
"SC";"ARAQUARI";"4201307";"IBGE"
"SC";"ARARANGUÁ";"4201406";"IBGE"
"SC";"ARMAZÉM";"4201505";"IBGE"
"SC";"ARROIO TRINTA";"4201604";"IBGE"
"SC";"ARVOREDO";"4201653";"IBGE"
"SC";"ASCURRA";"4201703";"IBGE"
"SC";"ATALANTA";"4201802";"IBGE"
"SC";"AURORA";"4201901";"IBGE"
"SC";"BALNEÁRIO ARROIO DO SILVA";"4201950";"IBGE"
"SC";"BALNEÁRIO BARRA DO SUL";"4202057";"IBGE"
"SC";"BALNEÁRIO CAMBORIÚ";"4202008";"IBGE"
"SC";"BALNEARIO CAMBURIU";"4202008";"ERRO_DIGITACAO"
"SC";"BALNEARIO DAS PICARRAS";"4212809";"ERRO_DIGITACAO"
"SC";"BALNEÁRIO GAIVOTA";"4202073";"IBGE"
"SC";"BALNEÁRIO PIÇARRAS";"4212809";"IBGE"
"SC";"BALNEÁRIO RINCÃO";"4220000";"IBGE"
"SC";"BANDEIRANTE";"4202081";"IBGE"
"SC";"BARRA BONITA";"4202099";"IBGE"
"SC";"BARRA VELHA";"4202107";"IBGE"
"SC";"BELA VISTA DO TOLDO";"4202131";"IBGE"
"SC";"BELMONTE";"4202156";"IBGE"
"SC";"BENEDITO NOVO";"4202206";"IBGE"
"SC";"BIGUAÇU";"4202305";"IBGE"
"SC";"BLUMENAU";"4202404";"IBGE"
"SC";"BOCAINA DO SUL";"4202438";"IBGE"
"SC";"BOM JARDIM DA SERRA";"4202503";"IBGE"
"SC";"BOM JESUS";"4202537";"IBGE"
"SC";"BOM JESUS DO OESTE";"4202578";"IBGE"
"SC";"BOM RETIRO";"4202602";"IBGE"
"SC";"BOMBINHAS";"4202453";"IBGE"
"SC";"BOTUVERÁ";"4202701";"IBGE"
"SC";"BRAÇO DO NORTE";"4202800";"IBGE"
"SC";"BRAÇO DO TROMBUDO";"4202859";"IBGE"
"SC";"BRUNÓPOLIS";"4202875";"IBGE"
"SC";"BRUSQUE";"4202909";"IBGE"
"SC";"CAÇADOR";"4203006";"IBGE"
"SC";"CAIBI";"4203105";"IBGE"
"SC";"CALMON";"4203154";"IBGE"
"SC";"CAMBORIÚ";"4203204";"IBGE"
"SC";"CAMPO ALEGRE";"4203303";"IBGE"
"SC";"CAMPO BELO DO SUL";"4203402";"IBGE"
"SC";"CAMPO ERÊ";"4203501";"IBGE"
"SC";"CAMPOS NOVOS";"4203600";"IBGE"
"SC";"CANELINHA";"4203709";"IBGE"
"SC";"CANOINHAS";"4203808";"IBGE"
"SC";"CAPÃO ALTO";"4203253";"IBGE"
"SC";"CAPINZAL";"4203907";"IBGE"
"SC";"CAPIVARI DE BAIXO";"4203956";"IBGE"
"SC";"CATANDUVAS";"4204004";"IBGE"
"SC";"CAXAMBU DO SUL";"4204103";"IBGE"
"SC";"CELSO RAMOS";"4204152";"IBGE"
"SC";"CERRO NEGRO";"4204178";"IBGE"
"SC";"CHAPADÃO DO LAGEADO";"4204194";"IBGE"
"SC";"CHAPECÓ";"4204202";"IBGE"
"SC";"COCAL DO SUL";"4204251";"IBGE"
"SC";"CONCÓRDIA";"4204301";"IBGE"
"SC";"CORDILHEIRA ALTA";"4204350";"IBGE"
"SC";"CORONEL FREITAS";"4204400";"IBGE"
"SC";"CORONEL MARTINS";"4204459";"IBGE"
"SC";"CORREIA PINTO";"4204558";"IBGE"
"SC";"CORUPÁ";"4204509";"IBGE"
"SC";"CRICIÚMA";"4204608";"IBGE"
"SC";"CUNHA PORÃ";"4204707";"IBGE"
"SC";"CUNHATAÍ";"4204756";"IBGE"
"SC";"CURITIBANOS";"4204806";"IBGE"
"SC";"DESCANSO";"4204905";"IBGE"
"SC";"DIONÍSIO CERQUEIRA";"4205001";"IBGE"
"SC";"DONA EMMA";"4205100";"IBGE"
"SC";"DOUTOR PEDRINHO";"4205159";"IBGE"
"SC";"ENTRE RIOS";"4205175";"IBGE"
"SC";"ERMO";"4205191";"IBGE"
"SC";"ERVAL VELHO";"4205209";"IBGE"
"SC";"FAXINAL DOS GUEDES";"4205308";"IBGE"
"SC";"FLOR DO SERTÃO";"4205357";"IBGE"
"SC";"FLORIANÓPOLIS";"4205407";"IBGE"
"SC";"FORMOSA DO SUL";"4205431";"IBGE"
"SC";"FORQUILHINHA";"4205456";"IBGE"
"SC";"FRAIBURGO";"4205506";"IBGE"
"SC";"FREI ROGÉRIO";"4205555";"IBGE"
"SC";"GALVÃO";"4205605";"IBGE"
"SC";"GAROPABA";"4205704";"IBGE"
"SC";"GARUVA";"4205803";"IBGE"
"SC";"GASPAR";"4205902";"IBGE"
"SC";"GOVERNADOR CELSO RAMOS";"4206009";"IBGE"
"SC";"GRÃO PARÁ";"4206108";"IBGE"
"SC";"GRAVATAL";"4206207";"IBGE"
"SC";"GUABIRUBA";"4206306";"IBGE"
"SC";"GUARACIABA";"4206405";"IBGE"
"SC";"GUARAMIRIM";"4206504";"IBGE"
"SC";"GUARAMIRIN";"4206504";"ERRO_DIGITACAO"
"SC";"GUARUJÁ DO SUL";"4206603";"IBGE"
"SC";"GUATAMBÚ";"4206652";"IBGE"
"SC";"HERVAL D OESTE";"4206702";"IBGE"
"SC";"IBIAM";"4206751";"IBGE"
"SC";"IBICARÉ";"4206801";"IBGE"
"SC";"IBIRAMA";"4206900";"IBGE"
"SC";"IÇARA";"4207007";"IBGE"
"SC";"ILHOTA";"4207106";"IBGE"
"SC";"IMARUÍ";"4207205";"IBGE"
"SC";"IMBITUBA";"4207304";"IBGE"
"SC";"IMBUIA";"4207403";"IBGE"
"SC";"INDAIAL";"4207502";"IBGE"
"SC";"IOMERÊ";"4207577";"IBGE"
"SC";"IPIRA";"4207601";"IBGE"
"SC";"IPORÃ DO OESTE";"4207650";"IBGE"
"SC";"IPUAÇU";"4207684";"IBGE"
"SC";"IPUMIRIM";"4207700";"IBGE"
"SC";"IRACEMINHA";"4207759";"IBGE"
"SC";"IRANI";"4207809";"IBGE"
"SC";"IRATI";"4207858";"IBGE"
"SC";"IRINEÓPOLIS";"4207908";"IBGE"
"SC";"ITÁ";"4208005";"IBGE"
"SC";"ITAIÓPOLIS";"4208104";"IBGE"
"SC";"ITAJAÍ";"4208203";"IBGE"
"SC";"ITAPEMA";"4208302";"IBGE"
"SC";"ITAPIRANGA";"4208401";"IBGE"
"SC";"ITAPOÁ";"4208450";"IBGE"
"SC";"ITUPORANGA";"4208500";"IBGE"
"SC";"JABORÁ";"4208609";"IBGE"
"SC";"JACINTO MACHADO";"4208708";"IBGE"
"SC";"JAGUARUNA";"4208807";"IBGE"
"SC";"JARAGUÁ DO SUL";"4208906";"IBGE"
"SC";"JARDINÓPOLIS";"4208955";"IBGE"
"SC";"JOAÇABA";"4209003";"IBGE"
"SC";"JOINVILLE";"4209102";"IBGE"
"SC";"JOSÉ BOITEUX";"4209151";"IBGE"
"SC";"JUPIÁ";"4209177";"IBGE"
"SC";"LACERDÓPOLIS";"4209201";"IBGE"
"SC";"LAGES";"4209300";"IBGE"
"SC";"LAGUNA";"4209409";"IBGE"
"SC";"LAJEADO GRANDE";"4209458";"IBGE"
"SC";"LAURENTINO";"4209508";"IBGE"
"SC";"LAURO MÜLLER";"4209607";"IBGE"
"SC";"LEBON RÉGIS";"4209706";"IBGE"
"SC";"LEOBERTO LEAL";"4209805";"IBGE"
"SC";"LINDÓIA DO SUL";"4209854";"IBGE"
"SC";"LONTRAS";"4209904";"IBGE"
"SC";"LUIZ ALVES";"4210001";"IBGE"
"SC";"LUZERNA";"4210035";"IBGE"
"SC";"MACIEIRA";"4210050";"IBGE"
"SC";"MAFRA";"4210100";"IBGE"
"SC";"MAJOR GERCINO";"4210209";"IBGE"
"SC";"MAJOR VIEIRA";"4210308";"IBGE"
"SC";"MARACAJÁ";"4210407";"IBGE"
"SC";"MARAVILHA";"4210506";"IBGE"
"SC";"MARAVILHA MG";"4210506";"ERRO_DIGITACAO"
"SC";"MAREMA";"4210555";"IBGE"
"SC";"MASSARANDUBA";"4210605";"IBGE"
"SC";"MATOS COSTA";"4210704";"IBGE"
"SC";"MELEIRO";"4210803";"IBGE"
"SC";"MIRIM DOCE";"4210852";"IBGE"
"SC";"MODELO";"4210902";"IBGE"
"SC";"MONDAÍ";"4211009";"IBGE"
"SC";"MONTE CARLO";"4211058";"IBGE"
"SC";"MONTE CASTELO";"4211108";"IBGE"
"SC";"MORRO DA FUMAÇA";"4211207";"IBGE"
"SC";"MORRO GRANDE";"4211256";"IBGE"
"SC";"NAVEGANTES";"4211306";"IBGE"
"SC";"NOVA ERECHIM";"4211405";"IBGE"
"SC";"NOVA ITABERABA";"4211454";"IBGE"
"SC";"NOVA TRENTO";"4211504";"IBGE"
"SC";"NOVA VENEZA";"4211603";"IBGE"
"SC";"NOVO HORIZONTE";"4211652";"IBGE"
"SC";"ORLEANS";"4211702";"IBGE"
"SC";"OTACÍLIO COSTA";"4211751";"IBGE"
"SC";"OURO";"4211801";"IBGE"
"SC";"OURO VERDE";"4211850";"IBGE"
"SC";"PAIAL";"4211876";"IBGE"
"SC";"PAINEL";"4211892";"IBGE"
"SC";"PALHOÇA";"4211900";"IBGE"
"SC";"PALMA SOLA";"4212007";"IBGE"
"SC";"PALMEIRA";"4212056";"IBGE"
"SC";"PALMITOS";"4212106";"IBGE"
"SC";"PAPANDUVA";"4212205";"IBGE"
"SC";"PARAÍSO";"4212239";"IBGE"
"SC";"PASSO DE TORRES";"4212254";"IBGE"
"SC";"PASSOS MAIA";"4212270";"IBGE"
"SC";"PAULO LOPES";"4212304";"IBGE"
"SC";"PEDRAS GRANDES";"4212403";"IBGE"
"SC";"PENHA";"4212502";"IBGE"
"SC";"PERITIBA";"4212601";"IBGE"
"SC";"PESCARIA BRAVA";"4212650";"IBGE"
"SC";"PETROLÂNDIA";"4212700";"IBGE"
"SC";"PINHALZINHO";"4212908";"IBGE"
"SC";"PINHEIRO PRETO";"4213005";"IBGE"
"SC";"PIRATUBA";"4213104";"IBGE"
"SC";"PLANALTO ALEGRE";"4213153";"IBGE"
"SC";"POMERODE";"4213203";"IBGE"
"SC";"PONTE ALTA";"4213302";"IBGE"
"SC";"PONTE ALTA DO NORTE";"4213351";"IBGE"
"SC";"PONTE SERRADA";"4213401";"IBGE"
"SC";"PORTO BELO";"4213500";"IBGE"
"SC";"PORTO UNIÃO";"4213609";"IBGE"
"SC";"POUSO REDONDO";"4213708";"IBGE"
"SC";"PRAIA GRANDE";"4213807";"IBGE"
"SC";"PRESIDENTE CASTELLO BRANCO";"4213906";"IBGE"
"SC";"PRESIDENTE GETÚLIO";"4214003";"IBGE"
"SC";"PRESIDENTE NEREU";"4214102";"IBGE"
"SC";"PRINCESA";"4214151";"IBGE"
"SC";"QUILOMBO";"4214201";"IBGE"
"SC";"RANCHO QUEIMADO";"4214300";"IBGE"
"SC";"RIO DAS ANTAS";"4214409";"IBGE"
"SC";"RIO DO CAMPO";"4214508";"IBGE"
"SC";"RIO DO OESTE";"4214607";"IBGE"
"SC";"RIO DO SUL";"4214805";"IBGE"
"SC";"RIO DOS CEDROS";"4214706";"IBGE"
"SC";"RIO FORTUNA";"4214904";"IBGE"
"SC";"RIO NEGRINHO";"4215000";"IBGE"
"SC";"RIO RUFINO";"4215059";"IBGE"
"SC";"RIQUEZA";"4215075";"IBGE"
"SC";"RODEIO";"4215109";"IBGE"
"SC";"ROMELÂNDIA";"4215208";"IBGE"
"SC";"SALETE";"4215307";"IBGE"
"SC";"SALTINHO";"4215356";"IBGE"
"SC";"SALTO VELOSO";"4215406";"IBGE"
"SC";"SANGÃO";"4215455";"IBGE"
"SC";"SANTA CECÍLIA";"4215505";"IBGE"
"SC";"SANTA HELENA";"4215554";"IBGE"
"SC";"SANTA ROSA DE LIMA";"4215604";"IBGE"
"SC";"SANTA ROSA DO SUL";"4215653";"IBGE"
"SC";"SANTA TEREZINHA";"4215679";"IBGE"
"SC";"SANTA TEREZINHA DO PROGRESSO";"4215687";"IBGE"
"SC";"SANTIAGO DO SUL";"4215695";"IBGE"
"SC";"SANTO AMARO DA IMPERATRIZ";"4215703";"IBGE"
"SC";"SÃO BENTO DO SUL";"4215802";"IBGE"
"SC";"SÃO BERNARDINO";"4215752";"IBGE"
"SC";"SÃO BONIFÁCIO";"4215901";"IBGE"
"SC";"SÃO CARLOS";"4216008";"IBGE"
"SC";"SÃO CRISTÓVÃO DO SUL";"4216057";"IBGE"
"SC";"SÃO DOMINGOS";"4216107";"IBGE"
"SC";"SÃO FRANCISCO DO SUL";"4216206";"IBGE"
"SC";"SÃO JOÃO BATISTA";"4216305";"IBGE"
"SC";"SÃO JOÃO DO ITAPERIÚ";"4216354";"IBGE"
"SC";"SÃO JOÃO DO OESTE";"4216255";"IBGE"
"SC";"SÃO JOÃO DO SUL";"4216404";"IBGE"
"SC";"SÃO JOAQUIM";"4216503";"IBGE"
"SC";"SÃO JOSÉ";"4216602";"IBGE"
"SC";"SÃO JOSÉ DO CEDRO";"4216701";"IBGE"
"SC";"SÃO JOSÉ DO CERRITO";"4216800";"IBGE"
"SC";"SÃO LOURENÇO DO OESTE";"4216909";"IBGE"
"SC";"SÃO LUDGERO";"4217006";"IBGE"
"SC";"SÃO MARTINHO";"4217105";"IBGE"
"SC";"SAO MIGUEL D OESTE";"4217204";"ERRO_DIGITACAO"
"SC";"SÃO MIGUEL DA BOA VISTA";"4217154";"IBGE"
"SC";"SÃO MIGUEL DO OESTE";"4217204";"IBGE"
"SC";"SÃO PEDRO DE ALCÂNTARA";"4217253";"IBGE"
"SC";"SAUDADES";"4217303";"IBGE"
"SC";"SCHROEDER";"4217402";"IBGE"
"SC";"SEARA";"4217501";"IBGE"
"SC";"SERRA ALTA";"4217550";"IBGE"
"SC";"SIDERÓPOLIS";"4217600";"IBGE"
"SC";"SOMBRIO";"4217709";"IBGE"
"SC";"SUL BRASIL";"4217758";"IBGE"
"SC";"TAIÓ";"4217808";"IBGE"
"SC";"TANGARÁ";"4217907";"IBGE"
"SC";"TIGRINHOS";"4217956";"IBGE"
"SC";"TIJUCAS";"4218004";"IBGE"
"SC";"TIMBÉ DO SUL";"4218103";"IBGE"
"SC";"TIMBÓ";"4218202";"IBGE"
"SC";"TIMBÓ GRANDE";"4218251";"IBGE"
"SC";"TRÊS BARRAS";"4218301";"IBGE"
"SC";"TREVISO";"4218350";"IBGE"
"SC";"TREZE DE MAIO";"4218400";"IBGE"
"SC";"TREZE TÍLIAS";"4218509";"IBGE"
"SC";"TROMBUDO CENTRAL";"4218608";"IBGE"
"SC";"TUBARÃO";"4218707";"IBGE"
"SC";"TUNÁPOLIS";"4218756";"IBGE"
"SC";"TURVO";"4218806";"IBGE"
"SC";"UNIÃO DO OESTE";"4218855";"IBGE"
"SC";"URUBICI";"4218905";"IBGE"
"SC";"URUPEMA";"4218954";"IBGE"
"SC";"URUSSANGA";"4219002";"IBGE"
"SC";"VARGEÃO";"4219101";"IBGE"
"SC";"VARGEM";"4219150";"IBGE"
"SC";"VARGEM BONITA";"4219176";"IBGE"
"SC";"VIDAL RAMOS";"4219200";"IBGE"
"SC";"VIDEIRA";"4219309";"IBGE"
"SC";"VITOR MEIRELES";"4219358";"IBGE"
"SC";"WITMARSUM";"4219408";"IBGE"
"SC";"XANXERÊ";"4219507";"IBGE"
"SC";"XAVANTINA";"4219606";"IBGE"
"SC";"XAXIM";"4219705";"IBGE"
"SC";"ZORTÉA";"4219853";"IBGE"
"SE";"AMPARO DO SÃO FRANCISCO";"2800100";"IBGE"
"SE";"AQUIDABÃ";"2800209";"IBGE"
"SE";"ARACAJU";"2800308";"IBGE"
"SE";"ARAUÁ";"2800407";"IBGE"
"SE";"AREIA BRANCA";"2800506";"IBGE"
"SE";"BARRA DOS COQUEIROS";"2800605";"IBGE"
"SE";"BOQUIM";"2800670";"IBGE"
"SE";"BREJO GRANDE";"2800704";"IBGE"
"SE";"CAMPO DO BRITO";"2801009";"IBGE"
"SE";"CANHOBA";"2801108";"IBGE"
"SE";"CANINDÉ DE SÃO FRANCISCO";"2801207";"IBGE"
"SE";"CAPELA";"2801306";"IBGE"
"SE";"CARIRA";"2801405";"IBGE"
"SE";"CARMÓPOLIS";"2801504";"IBGE"
"SE";"CEDRO DE SÃO JOÃO";"2801603";"IBGE"
"SE";"CRISTINÁPOLIS";"2801702";"IBGE"
"SE";"CUMBE";"2801900";"IBGE"
"SE";"DIVINA PASTORA";"2802007";"IBGE"
"SE";"ESTÂNCIA";"2802106";"IBGE"
"SE";"FEIRA NOVA";"2802205";"IBGE"
"SE";"FREI PAULO";"2802304";"IBGE"
"SE";"GARARU";"2802403";"IBGE"
"SE";"GENERAL MAYNARD";"2802502";"IBGE"
"SE";"GRACCHO CARDOSO";"2802601";"IBGE"
"SE";"ILHA DAS FLORES";"2802700";"IBGE"
"SE";"INDIAROBA";"2802809";"IBGE"
"SE";"ITABAIANA";"2802908";"IBGE"
"SE";"ITABAIANINHA";"2803005";"IBGE"
"SE";"ITABI";"2803104";"IBGE"
"SE";"ITAPORANGA D AJUDA";"2803203";"IBGE"
"SE";"ITAPORANGA DAJUDA";"2803203";"ERRO_DIGITACAO"
"SE";"JAPARATUBA";"2803302";"IBGE"
"SE";"JAPOATÃ";"2803401";"IBGE"
"SE";"LAGARTO";"2803500";"IBGE"
"SE";"LARANJEIRAS";"2803609";"IBGE"
"SE";"MACAMBIRA";"2803708";"IBGE"
"SE";"MALHADA DOS BOIS";"2803807";"IBGE"
"SE";"MALHADOR";"2803906";"IBGE"
"SE";"MARUIM";"2804003";"IBGE"
"SE";"MOITA BONITA";"2804102";"IBGE"
"SE";"MONTE ALEGRE DE SERGIPE";"2804201";"IBGE"
"SE";"MURIBECA";"2804300";"IBGE"
"SE";"NEÓPOLIS";"2804409";"IBGE"
"SE";"NOSSA SENHORA APARECIDA";"2804458";"IBGE"
"SE";"NOSSA SENHORA DA GLÓRIA";"2804508";"IBGE"
"SE";"NOSSA SENHORA DAS DORES";"2804607";"IBGE"
"SE";"NOSSA SENHORA DE LOURDES";"2804706";"IBGE"
"SE";"NOSSA SENHORA DO SOCORRO";"2804805";"IBGE"
"SE";"PACATUBA";"2804904";"IBGE"
"SE";"PEDRA MOLE";"2805000";"IBGE"
"SE";"PEDRINHAS";"2805109";"IBGE"
"SE";"PINHÃO";"2805208";"IBGE"
"SE";"PIRAMBU";"2805307";"IBGE"
"SE";"POÇO REDONDO";"2805406";"IBGE"
"SE";"POÇO VERDE";"2805505";"IBGE"
"SE";"PORTO DA FOLHA";"2805604";"IBGE"
"SE";"PROPRIÁ";"2805703";"IBGE"
"SE";"RIACHÃO DO DANTAS";"2805802";"IBGE"
"SE";"RIACHUELO";"2805901";"IBGE"
"SE";"RIBEIRÓPOLIS";"2806008";"IBGE"
"SE";"ROSÁRIO DO CATETE";"2806107";"IBGE"
"SE";"SALGADO";"2806206";"IBGE"
"SE";"SANTA LUZIA DO ITANHY";"2806305";"IBGE"
"SE";"SANTA ROSA DE LIMA";"2806503";"IBGE"
"SE";"SANTANA DO SÃO FRANCISCO";"2806404";"IBGE"
"SE";"SANTO AMARO DAS BROTAS";"2806602";"IBGE"
"SE";"SÃO CRISTÓVÃO";"2806701";"IBGE"
"SE";"SÃO DOMINGOS";"2806800";"IBGE"
"SE";"SÃO FRANCISCO";"2806909";"IBGE"
"SE";"SÃO MIGUEL DO ALEIXO";"2807006";"IBGE"
"SE";"SIMÃO DIAS";"2807105";"IBGE"
"SE";"SIRIRI";"2807204";"IBGE"
"SE";"TELHA";"2807303";"IBGE"
"SE";"TOBIAS BARRETO";"2807402";"IBGE"
"SE";"TOMAR DO GERU";"2807501";"IBGE"
"SE";"UMBAÚBA";"2807600";"IBGE"
"SP";"ADAMANTINA";"3500105";"IBGE"
"SP";"ADOLFO";"3500204";"IBGE"
"SP";"AGUAÍ";"3500303";"IBGE"
"SP";"ÁGUAS DA PRATA";"3500402";"IBGE"
"SP";"ÁGUAS DE LINDÓIA";"3500501";"IBGE"
"SP";"ÁGUAS DE SANTA BÁRBARA";"3500550";"IBGE"
"SP";"ÁGUAS DE SÃO PEDRO";"3500600";"IBGE"
"SP";"AGUDOS";"3500709";"IBGE"
"SP";"ALAMBARI";"3500758";"IBGE"
"SP";"ALFREDO MARCONDES";"3500808";"IBGE"
"SP";"ALTAIR";"3500907";"IBGE"
"SP";"ALTINÓPOLIS";"3501004";"IBGE"
"SP";"ALTO ALEGRE";"3501103";"IBGE"
"SP";"ALUMÍNIO";"3501152";"IBGE"
"SP";"ÁLVARES FLORENCE";"3501202";"IBGE"
"SP";"ÁLVARES MACHADO";"3501301";"IBGE"
"SP";"ÁLVARO DE CARVALHO";"3501400";"IBGE"
"SP";"ALVINLÂNDIA";"3501509";"IBGE"
"SP";"AMERICANA";"3501608";"IBGE"
"SP";"AMÉRICO BRASILIENSE";"3501707";"IBGE"
"SP";"AMÉRICO DE CAMPOS";"3501806";"IBGE"
"SP";"AMPARO";"3501905";"IBGE"
"SP";"ANALÂNDIA";"3502002";"IBGE"
"SP";"ANDRADINA";"3502101";"IBGE"
"SP";"ANGATUBA";"3502200";"IBGE"
"SP";"ANHEMBI";"3502309";"IBGE"
"SP";"ANHUMAS";"3502408";"IBGE"
"SP";"APARECIDA";"3502507";"IBGE"
"SP";"APARECIDA D OESTE";"3502606";"IBGE"
"SP";"APIAÍ";"3502705";"IBGE"
"SP";"ARAÇARIGUAMA";"3502754";"IBGE"
"SP";"ARAÇATUBA";"3502804";"IBGE"
"SP";"ARAÇOIABA DA SERRA";"3502903";"IBGE"
"SP";"ARAMINA";"3503000";"IBGE"
"SP";"ARANDU";"3503109";"IBGE"
"SP";"ARAPEÍ";"3503158";"IBGE"
"SP";"ARARAQUARA";"3503208";"IBGE"
"SP";"ARARAS";"3503307";"IBGE"
"SP";"ARCO ÍRIS";"3503356";"IBGE"
"SP";"AREALVA";"3503406";"IBGE"
"SP";"AREIAS";"3503505";"IBGE"
"SP";"AREIÓPOLIS";"3503604";"IBGE"
"SP";"ARIRANHA";"3503703";"IBGE"
"SP";"ARTUR NOGUEIRA";"3503802";"IBGE"
"SP";"ARUJÁ";"3503901";"IBGE"
"SP";"ASPÁSIA";"3503950";"IBGE"
"SP";"ASSIS";"3504008";"IBGE"
"SP";"ATIBAIA";"3504107";"IBGE"
"SP";"AURIFLAMA";"3504206";"IBGE"
"SP";"AVAÍ";"3504305";"IBGE"
"SP";"AVANHANDAVA";"3504404";"IBGE"
"SP";"AVARÉ";"3504503";"IBGE"
"SP";"BADY BASSIT";"3504602";"ERRO_DIGITACAO"
"SP";"BADY BASSITT";"3504602";"IBGE"
"SP";"BALBINOS";"3504701";"IBGE"
"SP";"BÁLSAMO";"3504800";"IBGE"
"SP";"BANANAL";"3504909";"IBGE"
"SP";"BARÃO DE ANTONINA";"3505005";"IBGE"
"SP";"BARBOSA";"3505104";"IBGE"
"SP";"BARIRI";"3505203";"IBGE"
"SP";"BARRA BONITA";"3505302";"IBGE"
"SP";"BARRA DO CHAPÉU";"3505351";"IBGE"
"SP";"BARRA DO TURVO";"3505401";"IBGE"
"SP";"BARRETOS";"3505500";"IBGE"
"SP";"BARRINHA";"3505609";"IBGE"
"SP";"BARUERI";"3505708";"IBGE"
"SP";"BASTOS";"3505807";"IBGE"
"SP";"BATATAIS";"3505906";"IBGE"
"SP";"BAURU";"3506003";"IBGE"
"SP";"BEBEDOURO";"3506102";"IBGE"
"SP";"BENTO DE ABREU";"3506201";"IBGE"
"SP";"BERNARDINO DE CAMPOS";"3506300";"IBGE"
"SP";"BERTIOGA";"3506359";"IBGE"
"SP";"BILAC";"3506409";"IBGE"
"SP";"BIRIGUI";"3506508";"IBGE"
"SP";"BIRITIBA MIRIM";"3506607";"IBGE"
"SP";"BOA ESPERANÇA DO SUL";"3506706";"IBGE"
"SP";"BOCAINA";"3506805";"IBGE"
"SP";"BOFETE";"3506904";"IBGE"
"SP";"BOITUVA";"3507001";"IBGE"
"SP";"BOM JESUS DOS PERDÕES";"3507100";"IBGE"
"SP";"BOM SUCESSO DE ITARARÉ";"3507159";"IBGE"
"SP";"BORÁ";"3507209";"IBGE"
"SP";"BORACÉIA";"3507308";"IBGE"
"SP";"BORBOREMA";"3507407";"IBGE"
"SP";"BOREBI";"3507456";"IBGE"
"SP";"BOTUCATU";"3507506";"IBGE"
"SP";"BRAGANÇA PAULISTA";"3507605";"IBGE"
"SP";"BRAÚNA";"3507704";"IBGE"
"SP";"BREJO ALEGRE";"3507753";"IBGE"
"SP";"BRODOSQUI";"3507803";"GRAFIA_ANTIGA"
"SP";"BRODOWSKI";"3507803";"IBGE"
"SP";"BROTAS";"3507902";"IBGE"
"SP";"BURI";"3508009";"IBGE"
